fecha,partido,competicion,duracion,equipo,seleccionar_esquema,goles,xg,tiros,tiros_a_la_porteria,%tiros,pases,pases_logrados,%pases,posesion_del_balon_,balones_perdidos,balones_perdidos_bajos,balones_perdidos_medios,balones_perdidos_altos,balones_recuperados,balones_recuperados_bajos,balones_recuperados_medios,balones_recuperados_altos,duelos,duelos_ganados,%duelos,tiros_de_fuera_del_area,tiros_de_fuera_del_area_a_la_porteria,%tiros_de_fuera_del_area,ataques_posicionales,ataques_posicionales_con_remate,%ataques_posicionales,contraataques,contraataques_con_remate,%contraataques,jugadas_a_balon_parado,jugadas_a_balon_parado_con_remate,%jugadas_a_balon_parado,corneres,corneres_con_remate,%corneres,tiros_libres,tiros_libres_con_remate,%tiros_libres,penaltis,penaltis_marcados,%penaltis,centros,centros_precisos,%centros,pases_cruzados_en_profundidad_completados,pases_en_profundidad_completados,entradas_al_area_de_penalti_carreras,entradas_al_area_de_penalti_carreras_pases_cruzados,%entradas_al_area_de_penalti_carreras,toques_en_el_area_de_penalti,duelos_ofensivos,duelos_ofensivos_ganados,%duelos_ofensivos,fuera_de_juego,goles_recibidos,tiros_en_contra,tiros_en_contra_a_la_porteria,%tiros_en_contra,duelos_defensivos,duelos_defensivos_ganados,%duelos_defensivos,duelos_aereos,duelos_aereos_ganados,%duelos_aereos,entradas_a_ras_de_suelo,entradas_a_ras_de_suelo_logradas,%entradas_a_ras_de_suelo,interceptaciones,despejes,faltas,tarjetas_amarillas,tarjetas_rojas,pases_hacia_adelante,pases_hacia_adelante_logrados,%pases_hacia_adelante,pases_hacia_atras,pases_hacia_atras_logrados,%pases_hacia_atras,pases_laterales,pases_laterales_logrados,%pases_laterales,pases_largos,pases_largos_logrados,%pases_largos,pases_en_el_ultimo_tercio,pases_en_el_ultimo_tercio_logrados,%pases_en_el_ultimo_tercio,pases_progresivos,pases_progresivos_precisos,%pases_progresivos,desmarques,desmarques_logrados,%desmarques,saques_laterales,saques_laterales_logrados,%saques_laterales,saques_de_meta,intensidad_de_paso,promedio_pases_por_posesion_del_balon,lanzamiento_largo_,distancia_media_de_tiro,longitud_media_pases,ppda,competicion_contra,duracion_contra,equipo_contra,seleccionar_esquema_contra,goles_contra,xg_contra,tiros_contra,tiros_a_la_porteria_contra,%tiros_contra,pases_contra,pases_logrados_contra,%pases_contra,posesion_del_balon__contra,balones_perdidos_contra,balones_perdidos_bajos_contra,balones_perdidos_medios_contra,balones_perdidos_altos_contra,balones_recuperados_contra,balones_recuperados_bajos_contra,balones_recuperados_medios_contra,balones_recuperados_altos_contra,duelos_contra,duelos_ganados_contra,%duelos_contra,tiros_de_fuera_del_area_contra,tiros_de_fuera_del_area_a_la_porteria_contra,%tiros_de_fuera_del_area_contra,ataques_posicionales_contra,ataques_posicionales_con_remate_contra,%ataques_posicionales_contra,contraataques_contra,contraataques_con_remate_contra,%contraataques_contra,jugadas_a_balon_parado_contra,jugadas_a_balon_parado_con_remate_contra,%jugadas_a_balon_parado_contra,corneres_contra,corneres_con_remate_contra,%corneres_contra,tiros_libres_contra,tiros_libres_con_remate_contra,%tiros_libres_contra,penaltis_contra,penaltis_marcados_contra,%penaltis_contra,centros_contra,centros_precisos_contra,%centros_contra,pases_cruzados_en_profundidad_completados_contra,pases_en_profundidad_completados_contra,entradas_al_area_de_penalti_carreras_contra,entradas_al_area_de_penalti_carreras_pases_cruzados_contra,%entradas_al_area_de_penalti_carreras_contra,toques_en_el_area_de_penalti_contra,duelos_ofensivos_contra,duelos_ofensivos_ganados_contra,%duelos_ofensivos_contra,fuera_de_juego_contra,goles_recibidos_contra,tiros_en_contra_contra,tiros_en_contra_a_la_porteria_contra,%tiros_en_contra_contra,duelos_defensivos_contra,duelos_defensivos_ganados_contra,%duelos_defensivos_contra,duelos_aereos_contra,duelos_aereos_ganados_contra,%duelos_aereos_contra,entradas_a_ras_de_suelo_contra,entradas_a_ras_de_suelo_logradas_contra,%entradas_a_ras_de_suelo_contra,interceptaciones_contra,despejes_contra,faltas_contra,tarjetas_amarillas_contra,tarjetas_rojas_contra,pases_hacia_adelante_contra,pases_hacia_adelante_logrados_contra,%pases_hacia_adelante_contra,pases_hacia_atras_contra,pases_hacia_atras_logrados_contra,%pases_hacia_atras_contra,pases_laterales_contra,pases_laterales_logrados_contra,%pases_laterales_contra,pases_largos_contra,pases_largos_logrados_contra,%pases_largos_contra,pases_en_el_ultimo_tercio_contra,pases_en_el_ultimo_tercio_logrados_contra,%pases_en_el_ultimo_tercio_contra,pases_progresivos_contra,pases_progresivos_precisos_contra,%pases_progresivos_contra,desmarques_contra,desmarques_logrados_contra,%desmarques_contra,saques_laterales_contra,saques_laterales_logrados_contra,%saques_laterales_contra,saques_de_meta_contra,intensidad_de_paso_contra,promedio_pases_por_posesion_del_balon_contra,lanzamiento_largo__contra,distancia_media_de_tiro_contra,longitud_media_pases_contra,ppda_contra,tipo,jornada
2025-03-16,Delfin - Deportivo Cuenca 0:0,Ecuador. Liga Pro,98.0,Deportivo Cuenca,4-2-3-1 (100.0%),0.0,1.03,10.0,2.0,20.0,360.0,251.0,69.72,44.14,141.0,24.0,74.0,43.0,91.0,43.0,38.0,10.0,196.0,104.0,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador. Liga Pro,98.0,Delfin,3-5-2 (91.85%),0.0,0.82,12.0,2.0,16.67,451.0,346.0,76.72,55.86,142.0,14.0,49.0,79.0,109.0,32.0,59.0,18.0,196.0,86.0,43.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visitante,5
2025-03-16,Delfin - Deportivo Cuenca 0:0,Ecuador. Liga Pro,98.0,Deportivo Cuenca,4-2-3-1 (100.0%),0.0,1.03,10.0,2.0,20.0,360.0,251.0,69.72,44.14,141.0,24.0,74.0,43.0,91.0,43.0,38.0,10.0,196.0,104.0,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador. Liga Pro,98.0,Delfin,3-5-2 (91.85%),0.0,0.82,12.0,2.0,16.67,451.0,346.0,76.72,55.86,142.0,14.0,49.0,79.0,109.0,32.0,59.0,18.0,196.0,86.0,43.88,7.0,1.0,14.29,32.0,7.0,21.88,0.0,0.0,0.0,26.0,5.0,19.23,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,19.05,5.0,5.0,31.0,3.0,15.0,16.0,71.0,23.0,32.39,2.0,0.0,10.0,4.0,40.0,57.0,36.0,63.16,43.0,15.0,34.88,3.0,2.0,66.67,40.0,10.0,15.0,2.0,1.0,175.0,121.0,69.14,63.0,58.0,92.06,150.0,116.0,77.33,81.0,44.0,54.32,68.0,47.0,69.12,87.0,59.0,67.82,0.0,0.0,0.0,19.0,17.0,89.47,5.0,16.11,3.89,17.96,19.99,19.38,7.13,Visitante,6
2025-03-16,Delfin - Deportivo Cuenca 0:0,Ecuador. Liga Pro,98.0,Deportivo Cuenca,4-2-3-1 (100.0%),0.0,1.03,10.0,2.0,20.0,360.0,251.0,69.72,44.14,141.0,24.0,74.0,43.0,91.0,43.0,38.0,10.0,196.0,104.0,53.06,7.0,0.0,0.0,23.0,7.0,30.43,0.0,0.0,0.0,26.0,1.0,3.85,3.0,1.0,33.33,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,2.0,6.0,13.0,1.0,5.0,12.0,57.0,21.0,36.84,3.0,0.0,12.0,2.0,16.67,71.0,48.0,67.61,43.0,26.0,60.47,2.0,2.0,100.0,35.0,9.0,16.0,2.0,0.0,147.0,82.0,55.78,47.0,41.0,87.23,103.0,80.0,77.67,68.0,32.0,47.06,40.0,24.0,60.0,83.0,40.0,48.19,0.0,0.0,0.0,20.0,18.0,90.0,8.0,16.28,3.05,18.89,23.99,18.55,11.46,Ecuador. Liga Pro,98.0,Delfin,3-5-2 (91.85%),0.0,0.82,12.0,2.0,16.67,451.0,346.0,76.72,55.86,142.0,14.0,49.0,79.0,109.0,32.0,59.0,18.0,196.0,86.0,43.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visitante,7
2025-03-16,Delfin - Deportivo Cuenca 0:0,Ecuador. Liga Pro,98.0,Deportivo Cuenca,4-2-3-1 (100.0%),0.0,1.03,10.0,2.0,20.0,360.0,251.0,69.72,44.14,141.0,24.0,74.0,43.0,91.0,43.0,38.0,10.0,196.0,104.0,53.06,7.0,0.0,0.0,23.0,7.0,30.43,0.0,0.0,0.0,26.0,1.0,3.85,3.0,1.0,33.33,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,2.0,6.0,13.0,1.0,5.0,12.0,57.0,21.0,36.84,3.0,0.0,12.0,2.0,16.67,71.0,48.0,67.61,43.0,26.0,60.47,2.0,2.0,100.0,35.0,9.0,16.0,2.0,0.0,147.0,82.0,55.78,47.0,41.0,87.23,103.0,80.0,77.67,68.0,32.0,47.06,40.0,24.0,60.0,83.0,40.0,48.19,0.0,0.0,0.0,20.0,18.0,90.0,8.0,16.28,3.05,18.89,23.99,18.55,11.46,Ecuador. Liga Pro,98.0,Delfin,3-5-2 (91.85%),0.0,0.82,12.0,2.0,16.67,451.0,346.0,76.72,55.86,142.0,14.0,49.0,79.0,109.0,32.0,59.0,18.0,196.0,86.0,43.88,7.0,1.0,14.29,32.0,7.0,21.88,0.0,0.0,0.0,26.0,5.0,19.23,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,19.05,5.0,5.0,31.0,3.0,15.0,16.0,71.0,23.0,32.39,2.0,0.0,10.0,4.0,40.0,57.0,36.0,63.16,43.0,15.0,34.88,3.0,2.0,66.67,40.0,10.0,15.0,2.0,1.0,175.0,121.0,69.14,63.0,58.0,92.06,150.0,116.0,77.33,81.0,44.0,54.32,68.0,47.0,69.12,87.0,59.0,67.82,0.0,0.0,0.0,19.0,17.0,89.47,5.0,16.11,3.89,17.96,19.99,19.38,7.13,Visitante,8
2025-03-29,Deportivo Cuenca - LDU Quito 1:2,Ecuador. Liga Pro,104.0,Deportivo Cuenca,4-4-2 (48.89%),1.0,0.43,7.0,4.0,57.14,307.0,226.0,73.62,35.89,126.0,32.0,54.0,40.0,78.0,48.0,26.0,4.0,172.0,84.0,48.84,4.0,2.0,50.0,15.0,3.0,20.0,2.0,1.0,50.0,19.0,2.0,10.53,5.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,14.0,2.0,5.0,5.0,51.0,16.0,31.37,1.0,2.0,13.0,6.0,46.15,73.0,45.0,61.64,32.0,16.0,50.0,5.0,4.0,80.0,53.0,23.0,7.0,2.0,0.0,126.0,82.0,65.08,38.0,34.0,89.47,91.0,70.0,76.92,62.0,37.0,59.68,43.0,23.0,53.49,64.0,42.0,65.63,0.0,0.0,0.0,19.0,17.0,89.47,9.0,16.39,3.2,20.2,20.26,20.6,22.25,Ecuador. Liga Pro,104.0,LDU Quito,4-3-3 (100.0%),2.0,1.81,13.0,6.0,46.15,510.0,420.0,82.35,64.11,115.0,11.0,38.0,66.0,96.0,25.0,55.0,16.0,172.0,86.0,50.0,5.0,3.0,60.0,42.0,7.0,16.67,0.0,0.0,0.0,21.0,6.0,28.57,9.0,3.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,26.92,5.0,8.0,30.0,3.0,15.0,19.0,73.0,28.0,38.36,0.0,1.0,7.0,4.0,57.14,51.0,35.0,68.63,32.0,16.0,50.0,3.0,3.0,100.0,33.0,10.0,7.0,0.0,0.0,170.0,126.0,74.12,68.0,61.0,89.71,218.0,191.0,87.61,43.0,20.0,46.51,70.0,49.0,70.0,70.0,61.0,87.14,1.0,0.0,0.0,23.0,21.0,91.3,6.0,15.25,4.77,8.43,17.09,20.75,8.66,Local,9
2025-04-06,Independiente del Valle - Deportivo Cuenca 4:0,Ecuador. Liga Pro,97.0,Deportivo Cuenca,4-2-3-1 (48.99%),0.0,0.21,10.0,1.0,10.0,386.0,314.0,81.35,43.91,89.0,13.0,34.0,42.0,65.0,30.0,30.0,5.0,157.0,66.0,42.04,9.0,1.0,11.11,28.0,7.0,25.0,3.0,1.0,33.33,16.0,2.0,12.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,4.0,24.0,2.0,8.0,9.0,39.0,14.0,35.9,7.0,4.0,13.0,6.0,46.15,73.0,37.0,50.68,21.0,6.0,28.57,6.0,3.0,50.0,37.0,12.0,17.0,3.0,1.0,148.0,108.0,72.97,49.0,48.0,97.96,132.0,111.0,84.09,38.0,19.0,50.0,52.0,35.0,67.31,71.0,49.0,69.01,3.0,1.0,33.33,14.0,13.0,92.86,6.0,19.01,4.54,9.84,30.31,18.46,12.0,Ecuador. Liga Pro,97.0,Independiente del Valle,4-1-4-1 (60.44%),4.0,2.18,13.0,6.0,46.15,418.0,365.0,87.32,56.09,91.0,11.0,44.0,36.0,67.0,29.0,32.0,6.0,157.0,86.0,54.78,6.0,3.0,50.0,22.0,6.0,27.27,1.0,1.0,100.0,39.0,5.0,12.82,7.0,1.0,14.29,2.0,0.0,0.0,1.0,1.0,100.0,14.0,10.0,71.43,10.0,6.0,21.0,1.0,10.0,17.0,73.0,36.0,49.32,0.0,0.0,10.0,1.0,10.0,39.0,25.0,64.1,21.0,14.0,66.67,3.0,3.0,100.0,28.0,11.0,8.0,2.0,0.0,142.0,108.0,76.06,69.0,67.0,97.1,151.0,140.0,92.72,36.0,16.0,44.44,43.0,31.0,72.09,77.0,57.0,74.03,1.0,0.0,0.0,13.0,11.0,84.62,9.0,16.12,4.4,8.61,19.2,19.2,18.13,Visitante,10
2025-04-10,Macará - Deportivo Cuenca 0:1,Ecuador. Liga Pro,101.0,Deportivo Cuenca,3-4-2-1 (48.24%),1.0,2.03,15.0,6.0,40.0,295.0,235.0,79.66,41.36,130.0,41.0,49.0,40.0,90.0,63.0,22.0,5.0,199.0,75.0,37.69,7.0,2.0,28.57,24.0,9.0,37.5,5.0,3.0,60.0,27.0,1.0,3.7,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,55.56,5.0,3.0,19.0,6.0,5.0,15.0,43.0,13.0,30.23,3.0,0.0,21.0,3.0,14.29,84.0,39.0,46.43,46.0,15.0,32.61,7.0,3.0,42.86,74.0,42.0,11.0,1.0,0.0,130.0,86.0,66.15,29.0,29.0,100.0,102.0,96.0,94.12,60.0,42.0,70.0,40.0,24.0,60.0,73.0,50.0,68.49,1.0,1.0,100.0,11.0,11.0,100.0,15.0,14.35,2.34,20.34,23.69,20.77,8.28,Ecuador. Liga Pro,101.0,Macará,4-2-3-1 (64.13%),0.0,0.91,21.0,3.0,14.29,433.0,334.0,77.14,58.64,134.0,6.0,34.0,94.0,102.0,35.0,46.0,21.0,199.0,116.0,58.29,9.0,0.0,0.0,57.0,16.0,28.07,0.0,0.0,0.0,28.0,5.0,17.86,7.0,3.0,42.86,2.0,1.0,50.0,0.0,0.0,0.0,69.0,24.0,34.78,24.0,8.0,63.0,8.0,40.0,38.0,83.0,44.0,53.01,1.0,1.0,15.0,6.0,40.0,44.0,30.0,68.18,46.0,29.0,63.04,7.0,4.0,57.14,23.0,8.0,12.0,2.0,0.0,135.0,96.0,71.11,30.0,29.0,96.67,210.0,171.0,81.43,59.0,42.0,71.19,86.0,59.0,68.6,97.0,86.0,88.66,0.0,0.0,0.0,33.0,31.0,93.94,8.0,14.85,3.38,13.63,20.44,24.99,10.3,Visitante,11
2025-04-19,Deportivo Cuenca - Emelec 0:1,Ecuador. Liga Pro,109.0,Deportivo Cuenca,4-2-3-1 (69.7%),0.0,2.12,18.0,7.0,38.89,456.0,371.0,81.36,58.68,135.0,17.0,45.0,73.0,92.0,40.0,40.0,12.0,214.0,107.0,50.0,10.0,3.0,30.0,40.0,12.0,30.0,1.0,1.0,100.0,28.0,3.0,10.71,9.0,2.0,22.22,2.0,2.0,100.0,0.0,0.0,0.0,31.0,10.0,32.26,10.0,9.0,36.0,0.0,23.0,19.0,74.0,24.0,32.43,1.0,1.0,7.0,3.0,42.86,72.0,50.0,69.44,35.0,16.0,45.71,6.0,3.0,50.0,41.0,6.0,13.0,1.0,0.0,197.0,149.0,75.63,53.0,49.0,92.45,166.0,142.0,85.54,54.0,32.0,59.26,65.0,51.0,78.46,98.0,84.0,85.71,5.0,4.0,80.0,31.0,30.0,96.77,4.0,16.6,3.68,11.84,19.42,21.33,4.62,Ecuador. Liga Pro,109.0,Emelec,4-2-3-1 (83.91%),1.0,0.66,7.0,3.0,42.86,234.0,175.0,74.79,41.32,113.0,25.0,40.0,48.0,90.0,42.0,39.0,9.0,214.0,101.0,47.2,3.0,2.0,66.67,21.0,3.0,14.29,1.0,1.0,100.0,25.0,2.0,8.0,3.0,1.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,4.0,1.0,15.0,2.0,7.0,7.0,72.0,22.0,30.56,0.0,0.0,18.0,7.0,38.89,74.0,50.0,67.57,35.0,18.0,51.43,5.0,4.0,80.0,58.0,37.0,15.0,2.0,2.0,111.0,77.0,69.37,21.0,20.0,95.24,71.0,52.0,73.24,44.0,28.0,63.64,43.0,27.0,62.79,53.0,40.0,75.47,0.0,0.0,0.0,18.0,15.0,83.33,10.0,12.1,2.09,18.8,19.43,20.03,8.9,Local,12
2025-04-26,Vinotinto de Ecuador - Deportivo Cuenca 0:1,Ecuador. Liga Pro,98.0,Deportivo Cuenca,3-5-2 (100.0%),1.0,0.45,5.0,3.0,60.0,434.0,359.0,82.72,48.73,110.0,24.0,58.0,28.0,79.0,39.0,34.0,6.0,147.0,76.0,51.7,3.0,2.0,66.67,13.0,2.0,15.38,0.0,0.0,0.0,24.0,1.0,4.17,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,7.0,1.0,11.0,42.0,16.0,38.1,4.0,0.0,16.0,5.0,31.25,61.0,38.0,62.3,33.0,18.0,54.55,4.0,2.0,50.0,61.0,22.0,8.0,1.0,0.0,151.0,105.0,69.54,75.0,71.0,94.67,149.0,135.0,90.6,65.0,31.0,47.69,45.0,34.0,75.56,89.0,62.0,69.66,1.0,0.0,0.0,16.0,14.0,87.5,10.0,18.25,4.52,14.98,24.25,19.93,15.28,Ecuador. Liga Pro,98.0,Vinotinto de Ecuador,3-4-2-1 (83.63%),0.0,1.86,16.0,5.0,31.25,427.0,333.0,77.99,51.27,116.0,6.0,43.0,67.0,76.0,29.0,33.0,14.0,147.0,68.0,46.26,5.0,2.0,40.0,39.0,9.0,23.08,0.0,0.0,0.0,22.0,5.0,22.73,6.0,4.0,66.67,4.0,1.0,25.0,0.0,0.0,0.0,17.0,5.0,29.41,4.0,5.0,27.0,2.0,12.0,21.0,61.0,23.0,37.7,1.0,1.0,5.0,3.0,60.0,42.0,26.0,61.9,33.0,14.0,42.42,3.0,1.0,33.33,32.0,4.0,13.0,1.0,0.0,141.0,97.0,68.79,45.0,42.0,93.33,184.0,152.0,82.61,46.0,19.0,41.3,66.0,32.0,48.48,62.0,53.0,85.48,0.0,0.0,0.0,23.0,22.0,95.65,4.0,17.06,3.95,10.77,18.67,21.39,12.04,Visitante,13
2025-05-03,Deportivo Cuenca - Manta 2:0,Ecuador. Liga Pro,103.0,Deportivo Cuenca,3-5-2 (100.0%),2.0,0.78,16.0,7.0,43.75,447.0,372.0,83.22,57.15,102.0,14.0,39.0,49.0,69.0,23.0,40.0,6.0,141.0,81.0,57.45,9.0,4.0,44.44,32.0,11.0,34.38,0.0,0.0,0.0,24.0,2.0,8.33,4.0,1.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,33.33,4.0,6.0,22.0,6.0,6.0,22.0,55.0,27.0,49.09,4.0,0.0,7.0,1.0,14.29,54.0,37.0,68.52,17.0,11.0,64.71,2.0,1.0,50.0,35.0,9.0,11.0,2.0,0.0,145.0,110.0,75.86,74.0,70.0,94.59,164.0,138.0,84.15,63.0,39.0,61.9,62.0,45.0,72.58,88.0,64.0,72.73,2.0,0.0,0.0,18.0,17.0,94.44,9.0,17.35,4.43,14.09,23.08,21.17,8.32,Ecuador. Liga Pro,103.0,Manta,4-2-3-1 (97.37%),0.0,0.34,7.0,1.0,14.29,339.0,262.0,77.29,42.85,102.0,15.0,41.0,46.0,73.0,33.0,30.0,10.0,141.0,58.0,41.13,4.0,1.0,25.0,17.0,2.0,11.76,2.0,1.0,50.0,26.0,3.0,11.54,1.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,12.0,0.0,5.0,3.0,54.0,17.0,31.48,0.0,2.0,16.0,8.0,50.0,55.0,28.0,50.91,17.0,6.0,35.29,7.0,4.0,57.14,25.0,9.0,14.0,6.0,1.0,127.0,85.0,66.93,44.0,42.0,95.45,116.0,94.0,81.03,42.0,20.0,47.62,50.0,29.0,58.0,60.0,40.0,66.67,1.0,0.0,0.0,14.0,11.0,78.57,12.0,17.55,3.57,12.39,29.41,19.98,15.81,Local,14
2025-05-10,Orense - Deportivo Cuenca 1:0,Ecuador. Liga Pro,97.0,Deportivo Cuenca,3-5-2 (100.0%),0.0,0.07,3.0,0.0,0.0,319.0,238.0,74.61,42.17,123.0,24.0,61.0,38.0,70.0,37.0,31.0,2.0,207.0,101.0,48.79,3.0,0.0,0.0,22.0,3.0,13.64,1.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,31.25,4.0,0.0,14.0,1.0,11.0,2.0,60.0,25.0,41.67,2.0,1.0,11.0,5.0,45.45,94.0,59.0,62.77,31.0,7.0,22.58,6.0,5.0,83.33,44.0,14.0,8.0,2.0,0.0,114.0,76.0,66.67,55.0,50.0,90.91,100.0,78.0,78.0,53.0,29.0,54.72,45.0,27.0,60.0,68.0,40.0,58.82,1.0,0.0,0.0,25.0,22.0,88.0,10.0,15.58,3.19,16.61,26.98,19.23,12.62,Ecuador. Liga Pro,97.0,Orense,4-1-4-1 (100.0%),1.0,1.46,11.0,4.0,36.36,437.0,361.0,82.61,57.83,110.0,6.0,41.0,63.0,85.0,22.0,49.0,14.0,207.0,100.0,48.31,2.0,1.0,50.0,42.0,6.0,14.29,1.0,0.0,0.0,21.0,5.0,23.81,5.0,2.0,40.0,3.0,1.0,33.33,0.0,0.0,0.0,20.0,4.0,20.0,4.0,15.0,29.0,3.0,10.0,25.0,94.0,35.0,37.23,0.0,0.0,3.0,0.0,0.0,60.0,35.0,58.33,31.0,21.0,67.74,1.0,1.0,100.0,34.0,10.0,12.0,2.0,0.0,150.0,116.0,77.33,55.0,52.0,94.55,168.0,146.0,86.9,40.0,29.0,72.5,59.0,43.0,72.88,67.0,59.0,88.06,1.0,1.0,100.0,19.0,18.0,94.74,6.0,15.56,4.41,9.15,15.92,18.77,7.09,Visitante,15
2025-05-17,Deportivo Cuenca - Técnico Universitario 2:0,Ecuador. Liga Pro,97.0,Deportivo Cuenca,3-5-2 (100.0%),2.0,1.45,8.0,4.0,50.0,454.0,381.0,83.92,49.1,106.0,17.0,50.0,39.0,72.0,43.0,25.0,4.0,154.0,82.0,53.25,1.0,0.0,0.0,24.0,2.0,8.33,2.0,1.0,50.0,25.0,3.0,12.0,4.0,0.0,0.0,3.0,2.0,66.67,1.0,1.0,100.0,13.0,4.0,30.77,3.0,8.0,17.0,2.0,4.0,11.0,41.0,16.0,39.02,1.0,0.0,8.0,1.0,12.5,74.0,46.0,62.16,23.0,10.0,43.48,10.0,4.0,40.0,32.0,22.0,19.0,0.0,0.0,176.0,133.0,75.57,78.0,70.0,89.74,128.0,116.0,90.63,50.0,27.0,54.0,56.0,38.0,67.86,85.0,58.0,68.24,3.0,2.0,66.67,18.0,15.0,83.33,9.0,18.72,4.28,11.01,15.39,19.9,8.55,Ecuador. Liga Pro,97.0,Técnico Universitario,4-1-4-1 (88.34%),0.0,0.36,8.0,0.0,0.0,392.0,321.0,81.89,50.9,119.0,13.0,35.0,71.0,74.0,26.0,38.0,10.0,154.0,71.0,46.1,3.0,0.0,0.0,29.0,7.0,24.14,1.0,0.0,0.0,27.0,1.0,3.7,4.0,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21.43,3.0,2.0,17.0,1.0,9.0,8.0,74.0,28.0,37.84,0.0,2.0,8.0,4.0,50.0,41.0,25.0,60.98,23.0,13.0,56.52,12.0,4.0,33.33,31.0,10.0,13.0,3.0,1.0,137.0,99.0,72.26,40.0,40.0,100.0,153.0,134.0,87.58,36.0,18.0,50.0,70.0,44.0,62.86,66.0,51.0,77.27,0.0,0.0,0.0,26.0,26.0,100.0,3.0,15.59,3.7,9.18,17.16,19.24,10.14,Local,16
2025-05-24,Barcelona - Deportivo Cuenca 0:0,Ecuador. Liga Pro,105.0,Deportivo Cuenca,3-5-2 (100.0%),0.0,0.66,13.0,6.0,46.15,381.0,318.0,83.46,43.01,116.0,35.0,44.0,37.0,80.0,53.0,21.0,6.0,180.0,85.0,47.22,8.0,3.0,37.5,19.0,6.0,31.58,1.0,1.0,100.0,24.0,6.0,25.0,5.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.29,1.0,3.0,11.0,2.0,5.0,10.0,51.0,16.0,31.37,3.0,0.0,13.0,5.0,38.46,67.0,39.0,58.21,35.0,17.0,48.57,4.0,2.0,50.0,62.0,31.0,9.0,1.0,0.0,159.0,120.0,75.47,74.0,72.0,97.3,114.0,95.0,83.33,63.0,43.0,68.25,43.0,30.0,69.77,86.0,58.0,67.44,1.0,0.0,0.0,10.0,9.0,90.0,12.0,15.86,3.59,16.54,23.4,20.98,13.26,Ecuador. Liga Pro,105.0,Barcelona,4-2-3-1 (100.0%),0.0,0.79,13.0,5.0,38.46,501.0,420.0,83.83,56.99,120.0,10.0,27.0,83.0,87.0,27.0,40.0,20.0,180.0,90.0,50.0,8.0,3.0,37.5,44.0,4.0,9.09,0.0,0.0,0.0,28.0,8.0,28.57,12.0,1.0,8.33,1.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,28.57,7.0,16.0,39.0,1.0,18.0,15.0,67.0,28.0,41.79,2.0,0.0,13.0,6.0,46.15,51.0,35.0,68.63,35.0,16.0,45.71,2.0,1.0,50.0,22.0,8.0,8.0,1.0,0.0,165.0,125.0,75.76,52.0,48.0,92.31,224.0,205.0,91.52,40.0,28.0,70.0,73.0,54.0,73.97,80.0,71.0,88.75,1.0,1.0,100.0,22.0,18.0,81.82,5.0,15.73,4.51,7.98,22.42,20.01,11.24,Visitante,17
