fecha,partido,competicion,duracion,equipo,seleccionar_esquema,goles,xg,tiros,tiros_a_la_porteria,%tiros,pases,pases_logrados,%pases,posesion_del_balon_,balones_perdidos,balones_perdidos_bajos,balones_perdidos_medios,balones_perdidos_altos,balones_recuperados,balones_recuperados_bajos,balones_recuperados_medios,balones_recuperados_altos,duelos,duelos_ganados,%duelos,tiros_de_fuera_del_area,tiros_de_fuera_del_area_a_la_porteria,%tiros_de_fuera_del_area,ataques_posicionales,ataques_posicionales_con_remate,%ataques_posicionales,contraataques,contraataques_con_remate,%contraataques,jugadas_a_balon_parado,jugadas_a_balon_parado_con_remate,%jugadas_a_balon_parado,corneres,corneres_con_remate,%corneres,tiros_libres,tiros_libres_con_remate,%tiros_libres,penaltis,penaltis_marcados,%penaltis,centros,centros_precisos,%centros,pases_cruzados_en_profundidad_completados,pases_en_profundidad_completados,entradas_al_area_de_penalti_carreras,entradas_al_area_de_penalti_carreras_pases_cruzados,%entradas_al_area_de_penalti_carreras,toques_en_el_area_de_penalti,duelos_ofensivos,duelos_ofensivos_ganados,%duelos_ofensivos,fuera_de_juego,goles_recibidos,tiros_en_contra,tiros_en_contra_a_la_porteria,%tiros_en_contra,duelos_defensivos,duelos_defensivos_ganados,%duelos_defensivos,duelos_aereos,duelos_aereos_ganados,%duelos_aereos,entradas_a_ras_de_suelo,entradas_a_ras_de_suelo_logradas,%entradas_a_ras_de_suelo,interceptaciones,despejes,faltas,tarjetas_amarillas,tarjetas_rojas,pases_hacia_adelante,pases_hacia_adelante_logrados,%pases_hacia_adelante,pases_hacia_atras,pases_hacia_atras_logrados,%pases_hacia_atras,pases_laterales,pases_laterales_logrados,%pases_laterales,pases_largos,pases_largos_logrados,%pases_largos,pases_en_el_ultimo_tercio,pases_en_el_ultimo_tercio_logrados,%pases_en_el_ultimo_tercio,pases_progresivos,pases_progresivos_precisos,%pases_progresivos,desmarques,desmarques_logrados,%desmarques,saques_laterales,saques_laterales_logrados,%saques_laterales,saques_de_meta,intensidad_de_paso,promedio_pases_por_posesion_del_balon,lanzamiento_largo_,distancia_media_de_tiro,longitud_media_pases,ppda,competicion_contra,duracion_contra,equipo_contra,seleccionar_esquema_contra,goles_contra,xg_contra,tiros_contra,tiros_a_la_porteria_contra,%tiros_contra,pases_contra,pases_logrados_contra,%pases_contra,posesion_del_balon__contra,balones_perdidos_contra,balones_perdidos_bajos_contra,balones_perdidos_medios_contra,balones_perdidos_altos_contra,balones_recuperados_contra,balones_recuperados_bajos_contra,balones_recuperados_medios_contra,balones_recuperados_altos_contra,duelos_contra,duelos_ganados_contra,%duelos_contra,tiros_de_fuera_del_area_contra,tiros_de_fuera_del_area_a_la_porteria_contra,%tiros_de_fuera_del_area_contra,ataques_posicionales_contra,ataques_posicionales_con_remate_contra,%ataques_posicionales_contra,contraataques_contra,contraataques_con_remate_contra,%contraataques_contra,jugadas_a_balon_parado_contra,jugadas_a_balon_parado_con_remate_contra,%jugadas_a_balon_parado_contra,corneres_contra,corneres_con_remate_contra,%corneres_contra,tiros_libres_contra,tiros_libres_con_remate_contra,%tiros_libres_contra,penaltis_contra,penaltis_marcados_contra,%penaltis_contra,centros_contra,centros_precisos_contra,%centros_contra,pases_cruzados_en_profundidad_completados_contra,pases_en_profundidad_completados_contra,entradas_al_area_de_penalti_carreras_contra,entradas_al_area_de_penalti_carreras_pases_cruzados_contra,%entradas_al_area_de_penalti_carreras_contra,toques_en_el_area_de_penalti_contra,duelos_ofensivos_contra,duelos_ofensivos_ganados_contra,%duelos_ofensivos_contra,fuera_de_juego_contra,goles_recibidos_contra,tiros_en_contra_contra,tiros_en_contra_a_la_porteria_contra,%tiros_en_contra_contra,duelos_defensivos_contra,duelos_defensivos_ganados_contra,%duelos_defensivos_contra,duelos_aereos_contra,duelos_aereos_ganados_contra,%duelos_aereos_contra,entradas_a_ras_de_suelo_contra,entradas_a_ras_de_suelo_logradas_contra,%entradas_a_ras_de_suelo_contra,interceptaciones_contra,despejes_contra,faltas_contra,tarjetas_amarillas_contra,tarjetas_rojas_contra,pases_hacia_adelante_contra,pases_hacia_adelante_logrados_contra,%pases_hacia_adelante_contra,pases_hacia_atras_contra,pases_hacia_atras_logrados_contra,%pases_hacia_atras_contra,pases_laterales_contra,pases_laterales_logrados_contra,%pases_laterales_contra,pases_largos_contra,pases_largos_logrados_contra,%pases_largos_contra,pases_en_el_ultimo_tercio_contra,pases_en_el_ultimo_tercio_logrados_contra,%pases_en_el_ultimo_tercio_contra,pases_progresivos_contra,pases_progresivos_precisos_contra,%pases_progresivos_contra,desmarques_contra,desmarques_logrados_contra,%desmarques_contra,saques_laterales_contra,saques_laterales_logrados_contra,%saques_laterales_contra,saques_de_meta_contra,intensidad_de_paso_contra,promedio_pases_por_posesion_del_balon_contra,lanzamiento_largo__contra,distancia_media_de_tiro_contra,longitud_media_pases_contra,ppda_contra,tipo,jornada
2025-02-16,Deportivo Morón - Central Norte 2:0,Argentina. Primera Nacional,97.0,Central Norte,5-4-1 (48.51%),0.0,0.24,6.0,1.0,16.67,268.0,174.0,64.93,46.13,138.0,15.0,60.0,63.0,91.0,32.0,49.0,10.0,216.0,78.0,36.11,5.0,1.0,20.0,28.0,4.0,14.29,0.0,0.0,0.0,25.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,13.0,1.0,7.69,0.0,2.0,19.0,4.0,6.0,6.0,65.0,16.0,24.62,4.0,2.0,8.0,5.0,62.5,54.0,25.0,46.3,62.0,22.0,35.48,12.0,6.0,50.0,42.0,26.0,13.0,2.0,0.0,123.0,71.0,57.72,29.0,22.0,75.86,68.0,50.0,73.53,65.0,33.0,50.77,48.0,28.0,58.33,54.0,37.0,68.52,1.0,0.0,0.0,40.0,39.0,97.5,14.0,13.47,2.35,24.25,27.4,21.07,6.59,Argentina. Primera Nacional,97.0,Deportivo Morón,4-1-4-1 (70.53%),2.0,1.52,8.0,5.0,62.5,369.0,280.0,75.88,53.87,132.0,15.0,64.0,53.0,101.0,45.0,51.0,5.0,216.0,120.0,55.56,4.0,2.0,50.0,24.0,4.0,16.67,3.0,1.0,33.33,29.0,3.0,10.34,4.0,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,38.1,7.0,4.0,27.0,2.0,16.0,15.0,54.0,29.0,53.7,1.0,0.0,6.0,1.0,16.67,65.0,49.0,75.38,62.0,30.0,48.39,2.0,1.0,50.0,38.0,22.0,12.0,3.0,0.0,148.0,100.0,67.57,50.0,49.0,98.0,130.0,102.0,78.46,51.0,26.0,50.98,71.0,48.0,67.61,77.0,62.0,80.52,0.0,0.0,0.0,19.0,13.0,68.42,9.0,15.88,3.45,13.82,17.41,21.04,6.43,Visitante,2
2025-02-23,Central Norte - Estudiantes Caseros 1:1,Argentina. Primera Nacional,99.0,Central Norte,5-3-2 (60.93%),1.0,1.74,12.0,3.0,25.0,241.0,168.0,69.71,45.75,95.0,8.0,27.0,60.0,74.0,30.0,39.0,5.0,187.0,86.0,45.99,0.0,0.0,0.0,29.0,6.0,20.69,1.0,1.0,100.0,25.0,5.0,20.0,5.0,4.0,80.0,6.0,1.0,16.67,0.0,0.0,0.0,18.0,4.0,22.22,7.0,9.0,36.0,1.0,14.0,21.0,55.0,23.0,41.82,4.0,1.0,10.0,3.0,30.0,60.0,35.0,58.33,43.0,20.0,46.51,3.0,2.0,66.67,39.0,9.0,17.0,2.0,0.0,126.0,85.0,67.46,28.0,25.0,89.29,61.0,40.0,65.57,54.0,26.0,48.15,60.0,35.0,58.33,61.0,42.0,68.85,4.0,3.0,75.0,23.0,19.0,82.61,10.0,14.18,2.19,22.41,12.62,24.73,5.24,Argentina. Primera Nacional,99.0,Estudiantes Caseros,4-2-3-1 (100.0%),1.0,1.34,10.0,3.0,30.0,290.0,225.0,77.59,54.25,108.0,23.0,47.0,38.0,60.0,34.0,22.0,4.0,187.0,86.0,45.99,4.0,0.0,0.0,20.0,6.0,30.0,0.0,0.0,0.0,37.0,4.0,10.81,2.0,1.0,50.0,6.0,1.0,16.67,0.0,0.0,0.0,5.0,1.0,20.0,1.0,3.0,14.0,2.0,3.0,7.0,59.0,24.0,40.68,2.0,1.0,12.0,3.0,25.0,55.0,32.0,58.18,44.0,17.0,38.64,7.0,3.0,42.86,48.0,20.0,10.0,2.0,0.0,118.0,72.0,61.02,33.0,31.0,93.94,103.0,95.0,92.23,45.0,22.0,48.89,43.0,27.0,62.79,59.0,38.0,64.41,0.0,0.0,0.0,17.0,14.0,82.35,18.0,14.39,2.69,15.52,19.18,21.17,8.85,Local,3
2025-03-01,Defensores Unidos - Central Norte 1:1,Argentina. Primera Nacional,102.0,Central Norte,4-3-3 (100.0%),1.0,1.59,12.0,4.0,33.33,247.0,176.0,71.26,43.83,114.0,27.0,43.0,44.0,84.0,38.0,40.0,6.0,236.0,95.0,40.25,6.0,3.0,50.0,25.0,7.0,28.0,6.0,4.0,66.67,25.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,17.0,5.0,29.41,3.0,7.0,23.0,5.0,11.0,14.0,75.0,18.0,24.0,4.0,1.0,18.0,2.0,11.11,71.0,50.0,70.42,55.0,17.0,30.91,5.0,4.0,80.0,41.0,13.0,12.0,1.0,0.0,121.0,80.0,66.12,24.0,21.0,87.5,67.0,49.0,73.13,53.0,32.0,60.38,49.0,30.0,61.22,73.0,55.0,75.34,2.0,1.0,50.0,23.0,18.0,78.26,17.0,12.79,2.33,21.46,21.24,23.33,7.14,Argentina. Primera Nacional,102.0,Defensores Unidos,3-4-3 (58.76%),1.0,1.08,18.0,2.0,11.11,348.0,264.0,75.86,56.17,112.0,12.0,46.0,54.0,86.0,46.0,35.0,5.0,236.0,124.0,52.54,11.0,0.0,0.0,28.0,8.0,28.57,0.0,0.0,0.0,33.0,9.0,27.27,4.0,1.0,25.0,4.0,1.0,25.0,0.0,0.0,0.0,24.0,10.0,41.67,12.0,9.0,32.0,1.0,12.0,18.0,71.0,21.0,29.58,1.0,1.0,12.0,4.0,33.33,75.0,57.0,76.0,55.0,28.0,50.91,5.0,4.0,80.0,27.0,9.0,8.0,1.0,0.0,143.0,102.0,71.33,26.0,23.0,88.46,128.0,103.0,80.47,84.0,46.0,54.76,63.0,46.0,73.02,103.0,77.0,74.76,1.0,1.0,100.0,19.0,14.0,73.68,13.0,14.06,3.31,24.14,19.93,24.63,10.41,Visitante,4
2025-03-09,Central Norte - Temperley 2:0,Argentina. Primera Nacional,98.0,Central Norte,4-4-2 (100.0%),2.0,0.64,7.0,3.0,42.86,180.0,109.0,60.56,47.97,128.0,33.0,31.0,64.0,80.0,47.0,27.0,6.0,208.0,95.0,45.67,4.0,1.0,25.0,34.0,7.0,20.59,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.57,2.0,6.0,19.0,4.0,4.0,11.0,57.0,13.0,22.81,2.0,0.0,12.0,0.0,0.0,62.0,44.0,70.97,70.0,33.0,47.14,7.0,5.0,71.43,46.0,43.0,15.0,3.0,0.0,96.0,56.0,58.33,19.0,14.0,73.68,48.0,30.0,62.5,41.0,17.0,41.46,44.0,29.0,65.91,58.0,37.0,63.79,1.0,0.0,0.0,26.0,24.0,92.31,10.0,9.15,1.78,22.78,19.75,24.03,7.8,Argentina. Primera Nacional,98.0,Temperley,4-4-2 (100.0%),0.0,0.6,12.0,0.0,0.0,290.0,208.0,71.72,52.03,131.0,16.0,41.0,74.0,94.0,45.0,31.0,18.0,208.0,107.0,51.44,9.0,0.0,0.0,44.0,7.0,15.91,0.0,0.0,0.0,28.0,5.0,17.86,5.0,3.0,60.0,5.0,1.0,20.0,0.0,0.0,0.0,27.0,9.0,33.33,9.0,4.0,31.0,1.0,16.0,12.0,62.0,18.0,29.03,2.0,2.0,7.0,4.0,57.14,57.0,44.0,77.19,70.0,37.0,52.86,0.0,0.0,0.0,27.0,5.0,3.0,2.0,0.0,135.0,96.0,71.11,19.0,18.0,94.74,94.0,64.0,68.09,52.0,30.0,57.69,55.0,32.0,58.18,74.0,56.0,75.68,1.0,0.0,0.0,33.0,29.0,87.88,7.0,13.59,2.54,17.93,25.48,22.55,8.13,Local,5
2025-03-16,Colón - Central Norte 2:0,Argentina. Primera Nacional,98.0,Central Norte,4-1-4-1 (78.03%),0.0,1.0,13.0,6.0,46.15,326.0,237.0,72.7,45.55,108.0,8.0,39.0,61.0,79.0,23.0,46.0,10.0,228.0,101.0,44.3,8.0,4.0,50.0,35.0,10.0,28.57,0.0,0.0,0.0,22.0,2.0,9.09,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,7.0,3.0,42.86,3.0,3.0,15.0,0.0,6.0,9.0,49.0,8.0,16.33,6.0,2.0,8.0,2.0,25.0,88.0,60.0,68.18,42.0,12.0,28.57,9.0,3.0,33.33,38.0,6.0,13.0,3.0,0.0,132.0,76.0,57.58,29.0,28.0,96.55,113.0,92.0,81.42,71.0,34.0,47.89,69.0,40.0,57.97,71.0,51.0,71.83,3.0,0.0,0.0,26.0,26.0,100.0,8.0,15.08,2.83,21.78,21.42,20.62,6.19,Argentina. Primera Nacional,98.0,Colón,4-4-2 (100.0%),2.0,1.58,8.0,2.0,25.0,372.0,295.0,79.3,54.45,115.0,13.0,64.0,38.0,81.0,45.0,32.0,4.0,228.0,113.0,49.56,1.0,0.0,0.0,25.0,4.0,16.0,0.0,0.0,0.0,25.0,3.0,12.0,3.0,2.0,66.67,2.0,1.0,50.0,1.0,1.0,100.0,14.0,5.0,35.71,4.0,4.0,18.0,0.0,10.0,11.0,88.0,28.0,31.82,4.0,0.0,13.0,6.0,46.15,49.0,41.0,83.67,42.0,23.0,54.76,3.0,0.0,0.0,50.0,16.0,8.0,2.0,0.0,139.0,93.0,66.91,53.0,52.0,98.11,126.0,107.0,84.92,40.0,21.0,52.5,32.0,24.0,75.0,80.0,54.0,67.5,0.0,0.0,0.0,32.0,31.0,96.88,4.0,14.39,3.32,10.75,13.87,18.97,11.23,Visitante,6
2025-03-23,Central Norte - Club Atlético Mitre 0:2,Argentina. Primera Nacional,99.0,Central Norte,4-1-4-1 (70.59%),0.0,1.84,18.0,4.0,22.22,374.0,266.0,71.12,53.57,149.0,22.0,41.0,86.0,92.0,38.0,40.0,14.0,210.0,99.0,47.14,11.0,3.0,27.27,41.0,10.0,24.39,0.0,0.0,0.0,25.0,6.0,24.0,8.0,3.0,37.5,5.0,2.0,40.0,0.0,0.0,0.0,29.0,8.0,27.59,11.0,7.0,41.0,2.0,20.0,15.0,67.0,25.0,37.31,3.0,2.0,12.0,2.0,16.67,73.0,43.0,58.9,48.0,21.0,43.75,4.0,2.0,50.0,36.0,4.0,13.0,2.0,0.0,160.0,100.0,62.5,37.0,33.0,89.19,126.0,98.0,77.78,65.0,30.0,46.15,89.0,53.0,59.55,102.0,72.0,70.59,0.0,0.0,0.0,26.0,23.0,88.46,7.0,14.72,3.22,17.38,22.58,23.43,5.45,Argentina. Primera Nacional,99.0,Club Atlético Mitre,3-4-3 (100.0%),2.0,2.17,12.0,2.0,16.67,301.0,217.0,72.09,46.43,152.0,35.0,64.0,53.0,104.0,59.0,32.0,13.0,210.0,107.0,50.95,6.0,0.0,0.0,21.0,6.0,28.57,3.0,2.0,66.67,30.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.27,3.0,6.0,21.0,3.0,10.0,11.0,73.0,30.0,41.1,0.0,0.0,18.0,4.0,22.22,67.0,42.0,62.69,48.0,25.0,52.08,8.0,2.0,25.0,52.0,24.0,11.0,1.0,0.0,126.0,76.0,60.32,37.0,35.0,94.59,90.0,66.0,73.33,61.0,30.0,49.18,43.0,29.0,67.44,79.0,50.0,63.29,4.0,2.0,50.0,20.0,17.0,85.0,16.0,13.67,2.74,20.27,19.22,21.42,10.0,Local,7
2025-03-29,Chaco For Ever - Central Norte 1:0,Argentina. Primera Nacional,100.0,Central Norte,3-4-1-2 (47.14%),0.0,0.65,8.0,3.0,37.5,263.0,167.0,63.5,47.78,143.0,23.0,52.0,68.0,85.0,45.0,25.0,15.0,246.0,112.0,45.53,3.0,1.0,33.33,27.0,8.0,29.63,0.0,0.0,0.0,29.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,11.76,2.0,10.0,23.0,3.0,6.0,15.0,61.0,27.0,44.26,1.0,1.0,17.0,6.0,35.29,81.0,51.0,62.96,65.0,20.0,30.77,5.0,1.0,20.0,26.0,12.0,10.0,5.0,0.0,129.0,76.0,58.91,27.0,25.0,92.59,69.0,44.0,63.77,64.0,31.0,48.44,60.0,37.0,61.67,66.0,50.0,75.76,1.0,0.0,0.0,27.0,25.0,92.59,15.0,11.99,2.17,24.33,20.77,23.45,11.71,Argentina. Primera Nacional,100.0,Chaco For Ever,4-2-3-1 (88.45%),1.0,1.81,17.0,5.0,29.41,338.0,257.0,76.04,52.22,130.0,25.0,45.0,60.0,104.0,53.0,38.0,13.0,246.0,117.0,47.56,5.0,3.0,60.0,42.0,10.0,23.81,3.0,1.0,33.33,20.0,5.0,25.0,6.0,4.0,66.67,3.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,39.13,9.0,6.0,25.0,3.0,12.0,23.0,81.0,30.0,37.04,1.0,0.0,8.0,3.0,37.5,61.0,34.0,55.74,65.0,33.0,50.77,8.0,3.0,37.5,60.0,25.0,9.0,1.0,0.0,148.0,102.0,68.92,47.0,44.0,93.62,98.0,77.0,78.57,72.0,43.0,59.72,67.0,47.0,70.15,93.0,69.0,74.19,2.0,0.0,0.0,17.0,13.0,76.47,4.0,14.1,2.77,21.3,17.99,22.71,5.94,Visitante,8
2025-04-06,Central Norte - Almirante Brown 2:1,Argentina. Primera Nacional,98.0,Central Norte,4-2-3-1 (100.0%),2.0,1.41,9.0,5.0,55.56,161.0,91.0,56.52,40.59,109.0,13.0,50.0,46.0,67.0,26.0,36.0,5.0,228.0,104.0,45.61,3.0,0.0,0.0,27.0,4.0,14.81,1.0,0.0,0.0,21.0,3.0,14.29,3.0,1.0,33.33,2.0,0.0,0.0,1.0,1.0,100.0,7.0,1.0,14.29,1.0,3.0,16.0,3.0,3.0,13.0,51.0,16.0,31.37,1.0,1.0,6.0,1.0,16.67,80.0,50.0,62.5,46.0,24.0,52.17,5.0,3.0,60.0,35.0,17.0,22.0,3.0,0.0,83.0,43.0,51.81,18.0,14.0,77.78,32.0,18.0,56.25,34.0,17.0,50.0,38.0,23.0,60.53,46.0,30.0,65.22,0.0,0.0,0.0,31.0,24.0,77.42,14.0,10.69,1.66,21.12,17.75,22.74,3.98,Argentina. Primera Nacional,98.0,Almirante Brown,4-2-3-1 (100.0%),1.0,0.85,6.0,1.0,16.67,268.0,194.0,72.39,59.41,113.0,21.0,44.0,48.0,76.0,34.0,33.0,9.0,228.0,106.0,46.49,2.0,0.0,0.0,23.0,5.0,21.74,1.0,0.0,0.0,32.0,1.0,3.13,2.0,0.0,0.0,6.0,1.0,16.67,0.0,0.0,0.0,13.0,2.0,15.38,6.0,5.0,20.0,2.0,10.0,10.0,80.0,30.0,37.5,1.0,2.0,9.0,5.0,55.56,51.0,35.0,68.63,46.0,15.0,32.61,3.0,3.0,100.0,33.0,13.0,10.0,3.0,0.0,105.0,62.0,59.05,37.0,36.0,97.3,93.0,72.0,77.42,55.0,26.0,47.27,53.0,32.0,60.38,68.0,47.0,69.12,0.0,0.0,0.0,24.0,22.0,91.67,12.0,12.16,2.79,20.52,18.07,21.51,5.65,Local,9
2025-04-12,Central Norte - Nueva Chicago 1:1,Argentina. Primera Nacional,97.0,Central Norte,4-2-3-1 (85.01%),1.0,0.7,14.0,3.0,21.43,326.0,213.0,65.34,52.49,124.0,14.0,44.0,66.0,92.0,45.0,42.0,5.0,215.0,114.0,53.02,9.0,1.0,11.11,37.0,10.0,27.03,0.0,0.0,0.0,27.0,3.0,11.11,4.0,2.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.33,2.0,5.0,29.0,6.0,10.0,15.0,63.0,31.0,49.21,4.0,1.0,7.0,1.0,14.29,48.0,37.0,77.08,43.0,21.0,48.84,6.0,3.0,50.0,43.0,10.0,11.0,4.0,0.0,161.0,89.0,55.28,36.0,33.0,91.67,80.0,58.0,72.5,72.0,27.0,37.5,66.0,30.0,45.45,70.0,46.0,65.71,1.0,1.0,100.0,33.0,29.0,87.88,9.0,14.96,2.61,22.09,27.18,21.77,6.08,Argentina. Primera Nacional,97.0,Nueva Chicago,4-2-3-1 (100.0%),1.0,1.04,7.0,1.0,14.29,296.0,201.0,67.91,47.51,126.0,8.0,63.0,55.0,88.0,46.0,34.0,8.0,215.0,78.0,36.28,2.0,0.0,0.0,16.0,2.0,12.5,0.0,0.0,0.0,33.0,4.0,12.12,3.0,2.0,66.67,2.0,2.0,100.0,1.0,1.0,100.0,11.0,1.0,9.09,3.0,1.0,15.0,2.0,7.0,9.0,48.0,11.0,22.92,2.0,1.0,14.0,3.0,21.43,63.0,32.0,50.79,43.0,17.0,39.53,6.0,2.0,33.33,49.0,26.0,12.0,2.0,0.0,131.0,78.0,59.54,31.0,29.0,93.55,100.0,71.0,71.0,71.0,32.0,45.07,48.0,22.0,45.83,74.0,45.0,60.81,0.0,0.0,0.0,29.0,22.0,75.86,17.0,15.01,2.43,23.99,17.71,22.7,9.0,Local,10
2025-04-19,Gimnasia Mendoza - Central Norte 1:0,Argentina. Primera Nacional,98.0,Central Norte,4-1-4-1 (47.93%),0.0,0.77,7.0,2.0,28.57,218.0,150.0,68.81,41.67,116.0,24.0,43.0,49.0,92.0,47.0,33.0,12.0,267.0,121.0,45.32,2.0,0.0,0.0,19.0,2.0,10.53,0.0,0.0,0.0,22.0,5.0,22.73,5.0,3.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,50.0,6.0,6.0,18.0,2.0,6.0,13.0,61.0,20.0,32.79,7.0,1.0,14.0,3.0,21.43,91.0,58.0,63.74,62.0,23.0,37.1,9.0,4.0,44.44,46.0,20.0,23.0,7.0,0.0,106.0,64.0,60.38,20.0,19.0,95.0,50.0,39.0,78.0,58.0,31.0,53.45,48.0,23.0,47.92,70.0,48.0,68.57,1.0,1.0,100.0,19.0,16.0,84.21,11.0,13.62,2.2,26.61,20.05,23.21,4.19,Argentina. Primera Nacional,98.0,Gimnasia Mendoza,4-2-3-1 (89.2%),1.0,0.71,14.0,3.0,21.43,306.0,230.0,75.16,58.33,123.0,14.0,47.0,62.0,102.0,47.0,40.0,15.0,267.0,127.0,47.57,3.0,0.0,0.0,33.0,5.0,15.15,0.0,0.0,0.0,39.0,8.0,20.51,7.0,2.0,28.57,7.0,1.0,14.29,0.0,0.0,0.0,17.0,6.0,35.29,6.0,3.0,20.0,4.0,9.0,20.0,91.0,33.0,36.26,1.0,0.0,7.0,2.0,28.57,61.0,41.0,67.21,62.0,30.0,48.39,3.0,0.0,0.0,23.0,11.0,9.0,2.0,0.0,125.0,84.0,67.2,47.0,42.0,89.36,91.0,77.0,84.62,65.0,38.0,58.46,47.0,32.0,68.09,76.0,58.0,76.32,1.0,1.0,100.0,23.0,22.0,95.65,2.0,13.65,2.73,21.24,17.64,21.7,6.46,Visitante,11
2025-04-27,Central Norte - Gimnasia Jujuy 1:2,Argentina. Primera Nacional,97.0,Central Norte,4-4-2 (63.2%),1.0,0.67,8.0,2.0,25.0,235.0,162.0,68.94,38.32,122.0,16.0,41.0,65.0,77.0,32.0,31.0,14.0,208.0,89.0,42.79,8.0,2.0,25.0,25.0,6.0,24.0,0.0,0.0,0.0,22.0,1.0,4.55,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,3.0,11.0,0.0,2.0,2.0,68.0,22.0,32.35,1.0,2.0,9.0,6.0,66.67,61.0,36.0,59.02,38.0,14.0,36.84,1.0,0.0,0.0,51.0,17.0,18.0,4.0,1.0,98.0,55.0,56.12,36.0,31.0,86.11,65.0,54.0,83.08,38.0,17.0,44.74,49.0,27.0,55.1,47.0,36.0,76.6,0.0,0.0,0.0,19.0,17.0,89.47,7.0,14.22,2.42,16.17,26.26,20.2,8.5,Argentina. Primera Nacional,97.0,Gimnasia Jujuy,4-4-2 (100.0%),2.0,1.25,9.0,4.0,44.44,403.0,319.0,79.16,61.68,115.0,21.0,51.0,43.0,93.0,43.0,44.0,6.0,208.0,105.0,50.48,4.0,2.0,50.0,28.0,6.0,21.43,0.0,0.0,0.0,31.0,3.0,9.68,5.0,3.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,18.18,5.0,6.0,27.0,2.0,16.0,12.0,61.0,25.0,40.98,3.0,1.0,8.0,2.0,25.0,68.0,46.0,67.65,38.0,20.0,52.63,8.0,5.0,62.5,23.0,14.0,13.0,2.0,0.0,132.0,89.0,67.42,53.0,50.0,94.34,164.0,140.0,85.37,61.0,34.0,55.74,63.0,43.0,68.25,86.0,58.0,67.44,1.0,0.0,0.0,17.0,12.0,70.59,8.0,15.15,3.8,15.14,17.24,22.08,6.17,Local,12
2025-05-06,Agropecuario - Central Norte 2:0,Argentina. Primera Nacional,94.0,Central Norte,4-4-2 (100.0%),0.0,0.42,8.0,2.0,25.0,365.0,258.0,70.68,47.46,145.0,19.0,49.0,77.0,86.0,29.0,44.0,13.0,177.0,74.0,41.81,6.0,1.0,16.67,41.0,7.0,17.07,1.0,0.0,0.0,16.0,1.0,6.25,2.0,0.0,0.0,3.0,1.0,33.33,0.0,0.0,0.0,15.0,2.0,13.33,5.0,2.0,20.0,0.0,13.0,2.0,57.0,23.0,40.35,4.0,2.0,12.0,4.0,33.33,93.0,46.0,49.46,20.0,1.0,5.0,6.0,4.0,66.67,68.0,22.0,19.0,5.0,0.0,147.0,88.0,59.86,45.0,40.0,88.89,127.0,97.0,76.38,43.0,17.0,39.53,73.0,42.0,57.53,86.0,62.0,72.09,1.0,0.0,0.0,23.0,22.0,95.65,5.0,16.02,3.23,11.78,25.47,19.85,5.88,Argentina. Primera Nacional,94.0,Agropecuario,4-4-2 (100.0%),2.0,0.94,12.0,3.0,25.0,394.0,288.0,73.1,52.54,138.0,20.0,58.0,60.0,97.0,45.0,43.0,9.0,177.0,101.0,57.06,6.0,1.0,16.67,29.0,9.0,31.03,0.0,0.0,0.0,32.0,3.0,9.38,6.0,1.0,16.67,2.0,2.0,100.0,0.0,0.0,0.0,25.0,6.0,24.0,8.0,4.0,24.0,5.0,13.0,18.0,93.0,47.0,50.54,4.0,0.0,8.0,2.0,25.0,57.0,34.0,59.65,20.0,18.0,90.0,5.0,2.0,40.0,39.0,14.0,6.0,1.0,0.0,161.0,94.0,58.39,42.0,38.0,90.48,121.0,98.0,80.99,66.0,27.0,40.91,62.0,34.0,54.84,87.0,58.0,66.67,0.0,0.0,0.0,25.0,21.0,84.0,5.0,15.62,2.94,16.75,19.84,21.22,14.67,Visitante,13
